Simulation Mode;Density target;currentPosition X;currentPosition Y;currentPosition Z;currentPosition Type;nextPosition X;nextPosition Y;nextPosition Z;nextPosition Type;targetPosition X;targetPosition Y;targetPosition Z;targetPosition Type;Heading angle;flightState;localCollisions;currentPathStep;currentStepPercentage;flightSpeed;aircraftDiameter;Flight count;Far collisions;Medium collisions;Close collisions;Spot on collisions;;;;
Polygons;50;501.1439;67.53385;749.1987;NoFlyEvasion;493.2967;67.2;761.564;NoFlyEvasion;379.925;0;1833.109;Ground;122.39;Transit;2 1 1 1;5;88;24;0.27;2902;11287;4630;1125;98;0.7118679;0.5362356;2838;2691
Polygons;50;-447.0261;96.87965;-933.7985;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-607.5822;0;-2013.011;Ground;259.2;Transit;1 0 1 1;9;76;5;2.83;3061;12019;4931;1226;99;1.817868;1.800537;2896;2929
Polygons;50;-447.3634;96.83862;-932.0303;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;1331.49;0;-2599.14;Ground;259.2;Transit;1 1 1 1;9;73;10;0.81;3061;12019;4931;1226;100;1.817868;1.800537;2929;2896
Polygons;50;-577.3679;107.4769;-1365.273;NoFlyEvasion;-670.8409;110.4;-1453.05;NoFlyEvasion;-607.5822;0;-2013.011;Ground;316.78;Transit;1 0 1 1;13;7;5;2.83;3101;12197;4999;1249;101;1.608382;1.589987;2896;2943
Polygons;50;-576.2091;107.4407;-1364.185;NoFlyEvasion;-670.8409;110.4;-1453.05;NoFlyEvasion;-893.7174;0;-2092.994;Ground;316.78;Transit;1 1 1 1;9;5;11;0.39;3101;12197;4999;1249;102;1.608382;1.589987;2943;2896
Polygons;50;-1505.549;67.24757;-1240.255;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1331.275;0;402.0498;Ground;122.39;Transit;1 1 1 1;6;95;7;1.98;3144;12405;5082;1272;103;1.327198;1.261194;3070;3114
Polygons;50;-1504.873;67.27542;-1241.32;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1025.689;0;1094.681;Ground;122.39;Transit;2 2 2 1;5;89;19;0.68;3144;12405;5082;1272;104;1.327198;1.261194;3114;3070
Polygons;50;-463.4688;62.80437;-847.6023;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1717.194;0;64.22021;Ground;100.8;Transit;0 0 1 1;3;83;2;2.07;3374;13475;5545;1376;105;2.489438;2.429105;2960;3330
Polygons;50;-462.8819;64.13479;-849.5481;NoFlyEvasion;-467.4081;62.5;-826.9514;NoFlyEvasion;-2107.994;0;154.045;Ground;101.3;Transit;3 2 1 1;2;71;23;2.91;3374;13475;5545;1376;106;2.489438;2.429105;3330;2960
Polygons;50;-557.7393;66.69305;-662.9928;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1717.194;0;64.22021;Ground;129.59;Transit;0 0 1 1;5;33;2;2.07;3419;13691;5636;1398;107;1.204512;1.200955;2960;3368
Polygons;50;-556.974;66.66568;-663.9179;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-1130.531;0;2258.892;Ground;129.59;Transit;1 1 1 1;9;29;14;0.34;3419;13691;5636;1398;108;1.204512;1.200955;3368;2960
Polygons;50;830.0287;76.72018;470.0361;NoFlyEvasion;793.8496;76.8;479.3254;NoFlyEvasion;-793.0735;0;1209.589;Ground;165.6;Transit;1 1 1 1;6;72;3;0.81;3419;13694;5637;1402;109;1.196119;1.177756;3201;3387
Polygons;50;831.1625;76.59023;469.745;NoFlyEvasion;793.8496;76.7;479.3254;NoFlyEvasion;-1124.702;0;2602.214;Ground;165.6;Transit;1 1 1 1;3;66;21;1.58;3419;13694;5637;1402;110;1.196119;1.177756;3387;3201
Polygons;50;-637.9569;69.40031;-576.2999;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2074.743;0;-36.61646;Ground;143.98;Transit;2 1 1 1;5;15;6;2.38;3457;13884;5710;1429;111;1.874862;1.774224;3307;3401
Polygons;50;-636.5879;68.86704;-577.2946;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2416.512;0;520.7093;Ground;143.97;Transit;5 3 1 1;3;8;17;1.37;3457;13884;5710;1429;112;1.874862;1.774224;3401;3307
Polygons;50;-696.2035;71.04156;-533.9811;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-1717.194;0;64.22021;Ground;143.98;Transit;0 0 1 1;6;69;2;2.07;3459;13888;5716;1432;113;1.719978;1.650077;2960;3401
Polygons;50;-694.8809;70.8176;-534.9421;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2416.512;0;520.7093;Ground;143.97;Transit;5 3 2 2;3;62;17;1.37;3459;13888;5716;1432;114;1.719978;1.650077;3401;2960
Polygons;50;-714.1398;71.54697;-520.9496;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-1717.194;0;64.22021;Ground;143.98;Transit;0 0 2 2;6;85;2;2.07;3463;13918;5723;1434;115;2.221889;2.209642;2960;3307
Polygons;50;-712.3526;71.49661;-522.2481;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2074.743;0;-36.61646;Ground;143.98;Transit;2 2 2 2;5;81;6;2.38;3463;13918;5723;1434;116;2.221889;2.209642;3307;2960
Polygons;50;-835.1552;74.57288;-467.7206;NoFlyEvasion;-860.7328;75.2;-457.5937;NoFlyEvasion;-1717.194;0;64.22021;Ground;158.36;Transit;0 0 1 1;7;79;2;2.07;3491;14038;5769;1447;117;1.744279;1.65167;2960;3405
Polygons;50;-833.6199;74.53524;-468.3285;NoFlyEvasion;-860.7328;75.2;-457.5937;NoFlyEvasion;-1967.27;0;999.2209;Ground;158.36;Transit;1 1 1 1;9;75;12;1.42;3491;14038;5769;1447;118;1.744279;1.65167;3405;2960
Polygons;50;-929.2309;76.77391;-448.9403;NoFlyEvasion;-999.9999;78.4;-440;NoFlyEvasion;-1717.194;0;64.22021;Ground;172.68;Transit;0 0 1 1;8;48;2;2.07;3512;14117;5804;1455;119;1.157449;1.140449;2960;3446
Polygons;50;-928.0997;76.74792;-449.0832;NoFlyEvasion;-999.9999;78.4;-440;NoFlyEvasion;-2536.364;0;-493.5032;Ground;172.68;Transit;2 2 1 1;9;37;24;0.25;3512;14117;5804;1455;120;1.157449;1.140449;3446;2960
Polygons;50;-705.0797;85.53046;-527.5322;NoFlyEvasion;-616.653;88.1;-591.7782;NoFlyEvasion;-1102.778;0;-2045.296;Ground;216.02;Transit;1 0 1 1;4;20;4;2.93;3606;14456;5948;1483;121;1.561857;1.440497;3395;3562
Polygons;50;-706.2442;85.47551;-526.6862;NoFlyEvasion;-616.653;88;-591.7782;NoFlyEvasion;1472.917;0;-2537.923;Ground;216.02;Transit;1 1 1 1;4;13;26;0.19;3606;14456;5948;1483;122;1.561857;1.440497;3562;3395
Polygons;50;-880.8527;75.58669;-455.0519;NoFlyEvasion;-999.9999;76.1;-440;NoFlyEvasion;-2347.94;0;-989.4395;Ground;172.8;Transit;2 2 1 1;3;13;13;1.46;3622;14530;5976;1492;123;2.012185;1.991344;3523;3563
Polygons;50;-882.8273;75.52233;-454.8025;NoFlyEvasion;-860.7328;81.9;-457.5937;NoFlyEvasion;-57.73828;0;857.3163;Ground;197.49;Transit;1 1 1 1;12;83;15;2.56;3622;14530;5976;1492;124;2.012185;1.991344;3563;3523
Polygons;50;-577.0404;89.51668;-639.6617;NoFlyEvasion;-527.1759;91.3;-699.9377;NoFlyEvasion;-1102.778;0;-2045.296;Ground;230.41;Transit;1 0 1 1;5;44;4;2.93;3624;14537;5979;1494;125;2.40396;2.343814;3395;3578
Polygons;50;-578.4092;90.45564;-638.007;NoFlyEvasion;-527.1759;91.2;-699.9377;NoFlyEvasion;363.6589;0;-1838.058;Ground;230.4;Transit;1 1 1 1;3;41;20;1.87;3624;14537;5979;1494;126;2.40396;2.343814;3578;3395
Polygons;50;-442.4308;98.08134;-985.9111;NoFlyEvasion;-449.9193;100.8;-1104.934;NoFlyEvasion;-1102.778;0;-2045.296;Ground;273.6;Transit;1 0 1 1;8;14;4;2.93;3664;14702;6051;1514;127;2.357493;2.200103;3395;3606
Polygons;50;-442.2927;98.0312;-983.7159;NoFlyEvasion;-449.9193;100.8;-1104.934;NoFlyEvasion;-271.2417;0;-2706.669;Ground;273.6;Transit;1 1 1 1;9;11;22;1.78;3664;14702;6051;1514;128;2.357493;2.200103;3606;3395
Polygons;50;-556.4601;50.11279;-1337.966;NoFlyEvasion;-493.2973;52.8;-1238.437;NoFlyEvasion;-749.1175;0;508.4065;Ground;57.61;Transit;1 1 1 1;6;15;5;2.59;3691;14847;6113;1534;129;1.923493;1.89001;3590;3636
Polygons;50;-557.4727;50.06971;-1339.561;NoFlyEvasion;-493.2973;52.8;-1238.437;NoFlyEvasion;-669.0136;0;1087.895;Ground;57.61;Transit;1 1 1 1;5;14;9;1.26;3691;14848;6113;1534;130;1.923493;1.89001;3636;3590
Polygons;50;-699.0873;71.12283;-531.886;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2366.747;0;244.5483;Ground;143.98;Transit;1 1 1 1;4;66;14;2.85;3697;14891;6132;1541;131;1.493071;1.4011;3640;3662
Polygons;50;-697.954;71.0909;-532.7093;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2402.774;0;-174.8938;Ground;143.98;Transit;2 1 1 1;5;58;28;0.14;3697;14891;6132;1541;132;1.493071;1.4011;3662;3640
Polygons;50;-460.9817;55.18393;-1138.981;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;-749.1175;0;508.4065;Ground;72;Transit;1 1 1 1;7;73;5;2.59;3710;14960;6169;1550;133;1.345111;1.20168;3590;3675
Polygons;50;-461.3529;55.15654;-1140.123;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;-1591.603;0;1371.751;Ground;72;Transit;2 1 1 1;4;69;22;0.1;3710;14960;6169;1550;134;1.345111;1.20168;3675;3590
Polygons;50;-462.062;61.74961;-854.9766;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-669.0136;0;1087.895;Ground;100.8;Transit;1 1 1 1;8;75;9;1.26;3715;14989;6185;1554;135;0.6798118;0.5512268;3636;3675
Polygons;50;-461.9588;61.73705;-855.5179;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1591.603;0;1371.751;Ground;100.8;Transit;2 2 2 2;6;69;22;0.1;3715;14989;6185;1554;136;0.6798118;0.5512268;3675;3636
Polygons;50;617.0298;112.0106;1408.496;NoFlyEvasion;616.6537;112;1408.223;NoFlyEvasion;-789.923;0;257.0531;Ground;323.99;Transit;1 1 1 1;6;99;3;2.01;3728;15046;6209;1563;137;2.497375;2.491901;3482;3534
Polygons;50;619.0453;112.0674;1409.96;NoFlyEvasion;616.6537;112;1408.223;NoFlyEvasion;-1532.487;0;874.8728;Ground;323.98;Transit;1 1 1 1;6;97;5;2.98;3728;15046;6209;1563;138;2.497375;2.491901;3534;3482
Polygons;50;-472.4735;62.67121;-816.1867;NoFlyEvasion;-527.1759;65.6;-699.9377;NoFlyEvasion;-749.1175;0;508.4065;Ground;115.19;Transit;1 1 1 1;10;7;5;2.59;3738;15097;6240;1576;139;2.247951;2.243952;3590;3676
Polygons;50;-471.0862;61.90132;-817.7735;NoFlyEvasion;-516.8245;55.7;-703.6441;NoFlyEvasion;583.3245;0;2432.753;Ground;111.81;Transit;1 1 1 1;9;6;11;1.91;3738;15097;6240;1576;140;2.247951;2.243952;3676;3590
Polygons;50;453.3719;59.30766;1099.468;NoFlyEvasion;467.4085;57.6;1173.05;NoFlyEvasion;-202.3765;0;2248.167;Ground;79.2;Transit;1 1 1 1;8;46;4;2.12;3771;15243;6292;1593;141;1.816189;1.76076;3467;3683
Polygons;50;453.042;59.34778;1097.739;NoFlyEvasion;467.4085;57.6;1173.05;NoFlyEvasion;-1267.949;0;2420.071;Ground;79.2;Transit;2 1 1 1;13;44;12;1.51;3771;15243;6292;1593;142;1.816189;1.76076;3683;3467
Polygons;50;1200.457;73.69975;1518.18;NoFlyEvasion;1139.267;75.2;1542.406;NoFlyEvasion;43.43701;0;2452.833;Ground;158.36;Transit;1 1 1 1;10;51;3;0.93;3815;15496;6416;1620;143;0.6048054;0.6004055;3485;3711
Polygons;50;1201.015;73.68606;1517.959;NoFlyEvasion;1139.267;75.2;1542.406;NoFlyEvasion;-619.0892;0;1289.965;Ground;158.36;Transit;1 1 1 1;7;50;6;0.28;3815;15496;6416;1620;144;0.6048054;0.6004055;3711;3485
Polygons;50;1457.715;50.98098;684.3703;NoFlyEvasion;1506.703;53;761.5627;NoFlyEvasion;2398.701;0;783.0414;Ground;57.61;Transit;2 1 1 1;12;33;8;0.17;3821;15541;6439;1630;145;1.476353;1.441776;3594;3742
Polygons;50;1456.959;50.68369;683.1791;NoFlyEvasion;1506.703;52.8;761.5627;NoFlyEvasion;1122.991;0;2180.382;Ground;57.61;Transit;2 2 1 1;6;31;15;2.79;3821;15541;6439;1630;146;1.476353;1.441776;3742;3594
Polygons;50;-1431.488;92.8;-1356.957;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1577.176;0;-1894.399;Ground;180;Transit;1 1 1 1;10;99;5;1.61;3855;15721;6505;1639;147;2.058156;2.007927;3513;3769
Polygons;50;-1432.563;92.84576;-1355.262;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1184.38;0;-2259.727;Ground;237.61;Transit;2 2 1 1;6;92;16;2.51;3855;15721;6505;1639;148;2.058156;2.007927;3769;3513
Polygons;50;988.1094;43.5793;1558.498;NoFlyEvasion;1000;43.4;1560;NoFlyEvasion;2575.933;0;1139.634;Ground;7.25;Transit;1 1 1 1;6;89;5;1.98;3863;15745;6517;1647;149;1.308832;1.241668;3758;3814
Polygons;50;986.8777;43.59787;1558.342;NoFlyEvasion;1000;43.4;1560;NoFlyEvasion;2190.931;0;1076.835;Ground;7.25;Transit;2 2 1 1;7;80;22;0.64;3863;15745;6517;1647;150;1.308832;1.241668;3814;3758
Polygons;50;-692.7382;46.13298;-1465.088;NoFlyEvasion;-670.8409;46.4;-1453.05;NoFlyEvasion;1870.354;0;-1185.97;Ground;28.81;Transit;1 1 1 1;7;80;11;2.32;3870;15775;6532;1653;151;1.690431;1.662331;3802;3854
Polygons;50;-693.4055;47.61068;-1465.455;NoFlyEvasion;-670.8409;46.4;-1453.05;NoFlyEvasion;-1021.303;0;1933.179;Ground;28.91;Transit;2 1 1 1;3;78;25;1.06;3870;15775;6532;1653;152;1.690431;1.662331;3854;3802
Polygons;50;-1554.241;100.7105;-1038.803;NoFlyEvasion;-1550.081;99.2;-1104.933;NoFlyEvasion;-1294.603;0;-2075.674;Ground;266.4;Transit;1 1 1 1;6;51;3;0.86;3909;15904;6585;1666;153;0.9913343;0.8714514;3522;3844
Polygons;50;-1554.296;100.7304;-1037.933;NoFlyEvasion;-1550.081;99.2;-1104.933;NoFlyEvasion;-1218.884;0;-2682.391;Ground;266.4;Transit;2 1 1 1;6;46;22;1.13;3909;15904;6585;1666;154;0.9913343;0.8714514;3844;3522
Polygons;50;-530.6553;65.72443;-695.7318;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-2140.716;0;-276.5457;Ground;129.59;Transit;1 1 1 1;5;3;6;2.05;3942;16078;6650;1678;155;2.223548;2.220051;3771;3875
Polygons;50;-529.2406;65.67384;-697.442;NoFlyEvasion;-616.653;68.8;-591.7782;NoFlyEvasion;-2599.381;0;-128.8606;Ground;129.59;Transit;1 1 1 1;6;0;18;2.4;3942;16078;6650;1678;156;2.223548;2.220051;3875;3771
Polygons;50;-1440.831;93.19752;-1342.234;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1294.603;0;-2075.674;Ground;237.61;Transit;1 1 1 1;8;86;3;0.86;3955;16126;6669;1685;157;1.485505;1.445317;3522;3855
Polygons;50;-1441.606;93.23046;-1341.014;NoFlyEvasion;-1431.488;92.8;-1356.957;NoFlyEvasion;-1000.005;0;-2441.511;Ground;237.61;Transit;1 1 1 1;9;84;8;2.11;3955;16126;6669;1685;158;1.485505;1.445317;3855;3522
Polygons;50;-1648.597;111.1;694.0627;Air;-1660.119;111.1;684.248;Air;-1660.119;0;684.248;Ground;319.58;Transit;1 1 1 1;1;97;5;2.73;4028;16338;6758;1710;159;2.448324;2.421413;3955;4020
Polygons;50;-1648.628;110.6;696.4317;Air;-2101.964;110.6;280.7406;Air;-2101.964;0;280.7406;Ground;317.48;Transit;2 1 1 1;1;16;15;2.17;4028;16338;6758;1710;160;2.448324;2.421413;4020;3955
Polygons;50;-1100.167;43.90158;-452.654;NoFlyEvasion;-999.9999;41.6;-440;NoFlyEvasion;252.001;0;-141.7881;Ground;7.32;Transit;1 0 1 1;10;26;3;2.51;4104;16646;6902;1751;161;1.923284;1.800869;3788;4040
Polygons;50;-1101.952;43.9694;-452.8795;NoFlyEvasion;-999.9999;41.7;-440;NoFlyEvasion;-96.60083;0;560.6433;Ground;7.31;Transit;1 1 1 1;11;18;18;1.33;4104;16646;6902;1751;162;1.923284;1.800869;4040;3788
Polygons;50;810.0011;116.5448;1522.32;NoFlyEvasion;730.2179;115.2;1490.732;NoFlyEvasion;-1159.849;0;422.7295;Ground;338.38;Transit;1 1 1 1;3;37;3;0.22;4171;16902;7011;1781;163;1.004088;0.9723705;3959;4132
Polygons;50;810.5269;115.7538;1522.528;NoFlyEvasion;730.2179;115.2;1490.732;NoFlyEvasion;-1673.041;0;823.8403;Ground;338.4;Transit;1 1 1 1;5;31;20;1.79;4171;16902;7011;1781;164;1.004088;0.9723705;4132;3959
Polygons;50;1153.339;82.12048;1536.835;NoFlyEvasion;1269.783;85.6;1490.731;NoFlyEvasion;2058.519;0;2005.59;Ground;201.66;Transit;1 1 1 1;12;10;2;0.27;4217;17109;7109;1811;165;0.6977468;0.6847312;3816;4002
Polygons;50;1152.705;82.05302;1537.086;NoFlyEvasion;1269.783;86;1490.731;NoFlyEvasion;2225.825;0;1143.729;Ground;201.67;Transit;3 3 2 1;9;9;6;1.13;4217;17109;7109;1811;166;0.6977468;0.6847312;4002;3816
Polygons;50;-1556.036;61.83809;-1010.284;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1651.547;0;-70.76219;Ground;93.6;Transit;2 2 2 1;6;62;17;0.79;4275;17315;7192;1840;167;0.5465682;0.5006335;4236;4250
Polygons;50;-1556.004;61.84949;-1010.784;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1562.721;0;874.9016;Ground;93.6;Transit;3 3 2 1;7;58;28;0.3;4275;17315;7192;1840;168;0.5465682;0.5006335;4250;4236
Polygons;50;-1467.551;68.76572;-1300.13;NoFlyEvasion;-1506.703;67.1;-1238.436;NoFlyEvasion;-445.0344;0;1365.984;Ground;122.39;Transit;1 1 1 1;5;47;3;2.33;4439;17968;7451;1898;169;1.339766;1.279148;4294;4418
Polygons;50;-1466.866;68.78894;-1301.21;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-2082.754;0;1281.011;Ground;122.39;Transit;1 1 1 1;3;40;26;0.35;4439;17968;7451;1898;170;1.339766;1.279148;4418;4294
Polygons;50;789.6568;116.0583;1514.265;NoFlyEvasion;730.2179;114.1;1490.732;NoFlyEvasion;-1941.585;0;1407.996;Ground;338.33;Transit;1 1 1 1;10;50;8;1.35;4494;18203;7552;1921;171;1.694612;1.680919;4394;4451
Polygons;50;791.2189;116.1097;1514.884;NoFlyEvasion;730.2179;114.1;1490.732;NoFlyEvasion;-1767.481;0;1605.948;Ground;338.33;Transit;1 1 1 1;9;44;17;2.04;4494;18203;7552;1921;172;1.694612;1.680919;4451;4394
Polygons;50;1522.302;102.8493;809.5717;NoFlyEvasion;1506.703;104;761.5627;NoFlyEvasion;587.991;0;-318.073;Ground;288;Transit;0 0 1 1;7;62;2;2.2;4665;18815;7785;1967;173;1.484173;1.475467;4276;4503
Polygons;50;1522.758;102.8156;810.9746;NoFlyEvasion;1506.703;104;761.5627;NoFlyEvasion;1717.349;0;-760.1838;Ground;288;Transit;1 1 1 1;10;59;6;0.76;4665;18815;7785;1967;174;1.484173;1.475467;4503;4276
Polygons;50;-744.7809;84.44292;-503.5025;NoFlyEvasion;-730.2172;84.8;-509.2687;NoFlyEvasion;2154.115;0;-1865.879;Ground;201.64;Transit;1 1 1 1;4;85;9;1.97;4675;18864;7804;1976;175;1.49671;1.421302;4607;4630
Polygons;50;-746.0841;84.67843;-502.9865;NoFlyEvasion;-730.2172;84.8;-509.2687;NoFlyEvasion;1903.978;0;-1424.854;Ground;201.6;Transit;2 1 1 1;8;79;19;1.02;4675;18864;7804;1976;176;1.49671;1.421302;4630;4607
Polygons;50;1329.159;110.4;546.95;NoFlyEvasion;1329.159;110.4;546.95;NoFlyEvasion;587.991;0;-318.073;Ground;180;Transit;0 0 1 1;9;99;2;2.2;4735;19068;7901;1996;177;2.378003;2.338684;4276;4703
Polygons;50;1330.854;110.1487;548.5416;NoFlyEvasion;1329.159;110.2;546.95;NoFlyEvasion;-1604.722;0;1023.663;Ground;316.78;Transit;1 1 1 1;5;92;16;2.55;4735;19068;7901;1996;178;2.378003;2.338684;4703;4276
Polygons;50;477.177;97.18916;811.1752;NoFlyEvasion;493.2967;96;761.564;NoFlyEvasion;1294.098;0;-1489.068;Ground;252;Transit;1 0 1 1;9;61;3;1.18;4798;19387;8031;2027;179;1.879397;1.871407;4564;4734
Polygons;50;476.5989;97.23181;812.9546;NoFlyEvasion;493.2967;96;761.564;NoFlyEvasion;2601.711;0;602.5847;Ground;252;Transit;1 1 1 1;4;53;17;2.58;4798;19387;8031;2027;180;1.879397;1.871407;4734;4564
Polygons;50;-1553.869;103.0114;-938.4915;NoFlyEvasion;-1558.895;102.4;-964.837;NoFlyEvasion;-979.8803;0;-2045.078;Ground;280.8;Transit;1 1 1 1;6;78;6;0.29;4800;19397;8037;2029;181;0.4296184;0.3813811;4660;4758
Polygons;50;-1553.798;103.0201;-938.1169;NoFlyEvasion;-1558.895;102.4;-964.837;NoFlyEvasion;-920.2035;0;-2260.947;Ground;280.8;Transit;1 1 1 1;6;73;20;0.57;4800;19397;8037;2029;182;0.4296184;0.3813811;4758;4660
Polygons;50;945.3035;83.07143;444.4158;NoFlyEvasion;929.8126;78.9;444.4159;NoFlyEvasion;587.991;0;-318.073;Ground;164.93;Transit;0 0 2 1;12;88;2;2.2;4821;19517;8082;2051;183;1.600724;1.534868;4276;4721
Polygons;50;943.7792;82.89156;444.4158;NoFlyEvasion;1070.186;80.1;444.4156;NoFlyEvasion;2504.985;0;413.03;Ground;181.27;Transit;3 3 2 1;6;5;11;1;4821;19517;8082;2051;184;1.600724;1.534868;4721;4276
Polygons;50;1273.422;45.44225;516.3083;NoFlyEvasion;1329.159;47.3;546.95;NoFlyEvasion;2651.052;0;-3.234863;Ground;28.84;Transit;1 1 1 1;12;53;3;0.56;5076;20574;8499;2162;185;0.3423397;0.2173228;4548;4975
Polygons;50;1273.232;45.44522;516.2037;NoFlyEvasion;1329.159;46.4;546.95;NoFlyEvasion;2053.5;0;2086.648;Ground;28.81;Transit;1 1 1 1;20;46;22;0.12;5076;20574;8499;2162;186;0.3423397;0.2173228;4975;4548
Polygons;50;-1477.148;108.5685;-709.1275;NoFlyEvasion;-1532.592;105.6;-826.9503;NoFlyEvasion;-2087.747;0;-1745.672;Ground;295.19;Transit;2 0 2 1;4;6;4;0.54;5089;20631;8526;2175;187;0.3698549;0.2600509;4813;5065
Polygons;50;-1477.038;108.5744;-708.8923;NoFlyEvasion;-1532.592;105.6;-826.9503;NoFlyEvasion;-2638.081;0;-2019.496;Ground;295.19;Transit;2 2 2 1;7;0;30;0.2;5089;20631;8526;2175;188;0.3698549;0.2600509;5065;4813
Polygons;50;-1481.439;108.3387;-718.2458;NoFlyEvasion;-1532.592;105.6;-826.9503;NoFlyEvasion;-865.4581;0;-2159.999;Ground;295.19;Transit;2 0 2 1;6;12;4;2.72;5089;20631;8526;2175;189;1.463142;1.340076;4817;5065
Polygons;50;-1480.869;108.3693;-717.0336;NoFlyEvasion;-1532.592;105.6;-826.9503;NoFlyEvasion;-2638.081;0;-2019.496;Ground;295.19;Transit;2 2 2 2;7;0;30;0.2;5089;20631;8526;2175;190;1.463142;1.340076;5065;4817
Polygons;50;-1490.142;67.90459;-1264.532;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1000.238;0;1318.196;Ground;122.39;Transit;1 0 1 1;4;77;2;2.77;5192;21095;8701;2214;191;2.156678;2.153061;4992;5131
Polygons;50;-1488.989;67.87722;-1266.35;NoFlyEvasion;-1506.703;67.1;-1238.436;NoFlyEvasion;-828.1143;0;440.1043;Ground;122.39;Transit;1 1 1 1;4;75;6;1.54;5192;21095;8701;2214;192;2.156678;2.153061;5131;4992
Polygons;50;-1531.43;65.37589;-1162.335;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1000.238;0;1318.196;Ground;108;Transit;1 0 1 1;5;56;2;2.77;5216;21227;8752;2231;193;1.467628;1.328409;4992;5176
Polygons;50;-1531.02;65.40616;-1163.598;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1130.151;0;2320.298;Ground;108;Transit;3 2 2 1;7;53;17;0.16;5216;21227;8752;2231;194;1.467628;1.328409;5176;4992
Polygons;50;-12.53206;70.8;211.6263;Air;-1829.713;70.8;1799.692;Air;-1829.713;0;1799.692;Ground;138.85;Transit;2 1 1 1;1;54;6;0.89;5220;21248;8762;2236;195;1.777606;1.683634;5014;5151
Polygons;50;-11.45077;71.3;210.4366;Air;-2434.899;71.3;2190.946;Air;-2434.899;0;2190.946;Ground;140.74;Transit;2 2 1 1;1;47;18;2.67;5220;21248;8762;2236;196;1.777606;1.683634;5151;5014
Polygons;50;-1526.947;57.2978;-814.9554;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-828.1143;0;440.1043;Ground;64.81;Transit;1 1 1 1;8;6;6;1.54;5225;21279;8774;2242;197;0.8501957;0.8500151;5131;5176
Polygons;50;-1527.309;57.31717;-815.7243;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1130.151;0;2320.298;Ground;64.81;Transit;1 1 1 1;10;0;17;0.16;5225;21279;8774;2242;198;0.8501957;0.8500151;5176;5131
Polygons;50;-1498.726;55.78682;-754.9821;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1000.238;0;1318.196;Ground;64.81;Transit;1 0 1 1;8;55;2;2.77;5304;21568;8892;2274;199;2.558016;2.458282;4992;5256
Polygons;50;-1499.772;55.84285;-757.2059;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1555.195;0;1944.575;Ground;64.81;Transit;1 1 1 1;9;47;15;2.34;5304;21568;8892;2274;200;2.558016;2.458282;5256;4992
Polygons;50;-1546;64.30102;-1117.491;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-2703.746;0;2141.765;Ground;108;Transit;2 2 1 1;5;88;12;2.32;5317;21603;8909;2278;201;1.363603;1.350341;5272;5278
Polygons;50;-1545.583;64.33179;-1118.775;NoFlyEvasion;-1550.081;64;-1104.933;NoFlyEvasion;-1441.995;0;1540.597;Ground;108;Transit;2 2 1 1;7;86;15;0.41;5317;21603;8909;2278;202;1.363603;1.350341;5278;5272
